order_id,order_date,product_category,product_name,quantity,unit_price,revenue,region,customer_segment,discount_pct,returned
ORD-0110,2023-05-11,Books,Python Guide,1,106.19,71.15,East,Corporate,0.33,1
ORD-0111,2023-07-01,Clothing,Dress,,353.32,,North,Corporate,0.18,0
ORD-0112,2023-05-29,Electronics,Tablet,10,217.5,1870.5,North,Corporate,0.14,1
ORD-0113,2023-10-29,Books,Cookbook,6,48.62,204.2,West,Home Office,0.3,1
ORD-0114,2023-04-10,Clothing,Jeans,3,42.81,100.18,East,Corporate,0.22,0
ORD-0115,2023-12-02,Clothing,T-Shirt,3,131.7,371.39,North,Consumer,0.06,0
ORD-0116,2023-11-16,Books,History,8,342.16,1888.72,East,Home Office,0.31,0
ORD-0117,2023-08-20,Home & Garden,Lamp,10,32.81,269.04,North,Consumer,0.18,0
ORD-0118,2023-01-22,Electronics,Monitor,10,256.0,2150.4,West,Home Office,0.16,0
ORD-0119,2023-02-13,Clothing,T-Shirt,8,56.23,310.39,Central,Home Office,0.31,0
ORD-0120,2023-07-18,Sports,Shoes,9,306.85,2402.64,West,Corporate,0.13,0
ORD-0121,2023-12-03,Home & Garden,Chair,6,51.78,236.12,Central,Consumer,0.24,0
ORD-0122,2023-10-14,Home & Garden,Lamp,7,68.83,361.36,West,Home Office,0.25,0
ORD-0123,2023-04-20,Books,Python Guide,7,256.7,1778.93,East,Corporate,0.01,0
ORD-0124,2023-01-20,Home & Garden,Chair,9,386.58,2470.25,East,Home Office,0.29,0
ORD-0125,2023-08-16,Books,Data Science,8,26.63,185.34,Central,Corporate,0.13,0
ORD-0126,2023-10-20,Clothing,Jeans,8,452.47,3366.38,West,Corporate,0.07,0
ORD-0127,2023-11-25,Sports,Dumbbell,4,401.62,1526.16,West,Corporate,0.05,0
ORD-0128,2023-03-17,Electronics,Tablet,2,382.74,688.93,West,Consumer,0.1,0
ORD-0129,2023-02-11,Home & Garden,Chair,7,31.36,180.01,East,Consumer,0.18,1
ORD-0130,2023-03-13,Home & Garden,Table,,23.96,48.88,West,Corporate,0.32,0
ORD-0131,2023-05-28,Clothing,Jacket,9,470.41,3344.62,South,Corporate,0.21,0
ORD-0132,2023-01-09,Books,Cookbook,2,59.87,81.42,Central,Home Office,0.32,0
ORD-0133,2023-09-26,Books,Novel,4,287.48,1069.43,East,Consumer,0.07,0
ORD-0134,2023-07-11,Books,History,1,198.27,166.55,East,Home Office,0.16,1
ORD-0135,2023-11-26,Electronics,Monitor,6,71.04,375.09,South,Home Office,0.12,0
ORD-0136,2023-01-22,Clothing,T-Shirt,8,23.31,173.43,East,Corporate,0.07,0
ORD-0137,2023-12-02,Home & Garden,Chair,4,146.62,410.54,East,Corporate,0.3,0
ORD-0138,2023-09-23,Sports,Bike Helmet,6,486.99,2425.21,East,Consumer,0.17,0
ORD-0139,2023-06-06,Clothing,Shoes,5,164.0,795.4,West,Home Office,0.03,0
ORD-0140,2023-01-30,Sports,Yoga Mat,6,309.35,1577.69,North,Home Office,0.15,0
ORD-0141,2023-03-06,Clothing,T-Shirt,3,425.09,969.21,North,Consumer,0.24,0
ORD-0142,2023-08-16,Books,Python Guide,10,80.95,679.98,North,Home Office,0.16,0
ORD-0143,2023-10-15,Home & Garden,Table,2,17.83,33.16,North,Corporate,0.07,0
ORD-0144,2023-03-30,Books,Novel,8,104.09,791.08,West,Consumer,0.05,0
ORD-0145,2023-12-31,Home & Garden,Chair,9,273.37,1697.63,South,Corporate,0.31,0
ORD-0146,2023-10-10,Clothing,Jacket,8,18.01,116.7,South,Home Office,0.19,0
ORD-0147,2023-06-12,Sports,Shoes,7,385.74,1917.13,North,Corporate,0.29,0
ORD-0148,2023-01-29,Books,History,3,385.05,1097.39,North,Home Office,0.05,0
ORD-0149,2023-11-22,Clothing,Jeans,9,447.99,2822.34,Central,Corporate,0.3,0
ORD-0150,2023-11-06,Books,Data Science,10,471.1,4475.45,East,Home Office,0.05,1
ORD-0151,2023-09-12,Books,Novel,4,384.64,1307.78,Central,Corporate,0.15,0
ORD-0152,2023-09-05,Sports,Tennis Racket,8,41.12,322.38,West,Consumer,0.02,0
ORD-0153,2023-06-13,Home & Garden,Lamp,7,69.73,424.66,South,Corporate,0.13,0
ORD-0154,2023-03-23,Electronics,Tablet,7,432.76,2574.92,East,Home Office,0.15,0
ORD-0155,2023-07-21,Books,Cookbook,8,440.14,2922.53,Central,Corporate,0.17,0
ORD-0156,2023-05-27,Electronics,Tablet,8,300.77,1708.37,Central,Consumer,0.29,0
ORD-0157,2023-07-05,Home & Garden,Rug,6,27.39,161.05,Central,Corporate,0.02,1
ORD-0158,2023-06-23,Home & Garden,Plant,10,63.81,421.15,Central,Corporate,0.34,0
ORD-0159,2023-09-23,Books,Python Guide,1,24.26,18.2,West,Consumer,0.25,0
ORD-0160,2023-10-31,Books,Novel,3,199.51,466.85,East,Home Office,0.22,0
ORD-0161,2023-10-26,Home & Garden,Rug,1,187.34,142.38,East,Home Office,0.24,0
ORD-0162,2023-09-26,Home & Garden,Plant,,117.63,1152.77,Central,Corporate,0.02,0
ORD-0163,2023-04-15,Electronics,Phone,1,223.31,189.81,West,Home Office,0.15,0
ORD-0164,2023-09-27,Electronics,Phone,9,107.63,862.12,West,Corporate,0.11,0
ORD-0165,2023-10-13,Books,Novel,5,306.99,1427.5,East,Consumer,0.07,0
ORD-0166,2023-05-21,Clothing,Dress,6,242.5,1164.0,East,Consumer,0.2,0
ORD-0167,2023-06-27,Sports,Tennis Racket,3,148.77,401.68,West,Home Office,0.1,0
ORD-0168,2023-10-28,Books,Novel,9,349.6,2989.08,South,Consumer,0.05,1
ORD-0169,2023-03-12,Clothing,T-Shirt,2,209.58,314.37,North,Home Office,0.25,0
ORD-0170,2023-01-31,Sports,Bike Helmet,4,379.18,1365.05,North,Home Office,0.1,0
ORD-0171,2023-07-23,Electronics,Phone,7,441.71,2906.45,West,Consumer,0.06,0
ORD-0172,2023-05-26,Electronics,Laptop,5,286.14,1373.47,West,Home Office,0.04,0
ORD-0173,2023-08-23,Books,Cookbook,5,100.44,482.11,East,Home Office,0.04,0
ORD-0174,2023-08-07,Books,Data Science,3,307.42,719.36,Central,Corporate,0.22,1
ORD-0175,2023-08-17,Clothing,Dress,,468.23,2809.38,East,Corporate,0.0,0
ORD-0176,2023-12-18,Home & Garden,Table,1,335.55,281.86,Central,Home Office,0.16,0
ORD-0177,2023-08-21,Home & Garden,Lamp,10,114.32,754.51,Central,Corporate,0.34,0
ORD-0178,2023-09-27,Books,Data Science,4,341.77,1079.99,West,Home Office,0.21,0
ORD-0179,2023-09-24,Electronics,Monitor,9,105.07,765.96,West,Consumer,0.19,0
ORD-0180,2023-01-30,Books,Cookbook,,229.45,188.15,Central,Corporate,0.18,0
ORD-0181,2023-02-02,Home & Garden,Chair,4,291.26,1141.74,Central,Consumer,0.02,0
ORD-0182,2023-11-27,Electronics,Tablet,7,94.09,625.7,West,Corporate,0.05,0
ORD-0183,2023-12-01,Sports,Bike Helmet,2,342.95,528.14,East,Consumer,0.23,0
ORD-0184,2023-08-06,Clothing,T-Shirt,1,489.35,411.05,Central,Corporate,0.16,0
ORD-0185,2023-01-09,Home & Garden,Table,2,20.95,32.26,South,Consumer,0.23,1
ORD-0186,2023-01-29,Electronics,Phone,1,204.12,187.79,South,Home Office,0.08,0
ORD-0187,2023-06-04,Books,Novel,10,300.97,2287.37,South,Home Office,0.24,0
ORD-0188,2023-06-26,Books,History,3,314.87,802.92,West,Home Office,0.15,0
ORD-0189,2023-12-29,Sports,Dumbbell,9,239.39,1508.16,South,Corporate,0.3,0
ORD-0190,2023-02-10,Books,History,3,197.27,538.55,West,Corporate,0.09,1
ORD-0191,2023-10-28,Home & Garden,Rug,10,303.45,2093.8,Central,Consumer,0.31,0
ORD-0192,2023-09-03,Electronics,Phone,4,481.23,1847.92,South,Home Office,0.04,0
ORD-0193,2023-05-14,Books,Novel,5,193.43,783.39,East,Home Office,0.19,0
ORD-0194,2023-04-24,Sports,Tennis Racket,4,188.5,648.44,South,Consumer,0.14,0
ORD-0195,2023-05-06,Sports,Tennis Racket,3,102.11,281.82,West,Home Office,0.08,0
ORD-0196,2023-10-07,Sports,Bike Helmet,8,88.28,508.49,West,Consumer,0.28,0
ORD-0197,2023-01-25,Electronics,Monitor,1,420.34,407.73,North,Corporate,0.03,0
ORD-0198,2023-12-08,Clothing,T-Shirt,4,255.34,,Central,Corporate,0.13,0
ORD-0199,2023-01-09,Sports,Yoga Mat,1,267.06,240.35,Central,Home Office,0.1,0
ORD-0200,2023-07-01,Electronics,Laptop,9,78.7,658.72,East,Corporate,0.07,1
ORD-0201,2023-11-29,Clothing,Jacket,5,343.6,1202.6,North,Consumer,0.3,0
ORD-0202,2023-10-17,Electronics,Phone,2,252.43,429.13,North,Home Office,0.15,0
ORD-0203,2023-10-06,Books,Cookbook,5,28.05,136.04,Central,Home Office,0.03,1
ORD-0204,2023-02-09,Clothing,Shoes,3,377.37,849.08,East,Consumer,0.25,0
ORD-0205,2023-02-10,Books,Novel,7,379.03,2520.55,Central,Home Office,0.05,0
ORD-0206,2023-06-17,Electronics,Tablet,10,385.66,2583.92,North,Home Office,0.33,0
ORD-0207,2023-02-13,Home & Garden,Plant,7,218.76,1163.8,Central,Corporate,0.24,0
ORD-0208,2023-01-03,Clothing,Dress,3,371.13,990.92,East,Corporate,0.11,0
ORD-0209,2023-02-15,Clothing,Dress,8,280.71,1841.46,East,Home Office,0.18,1
ORD-0210,2023-10-14,Sports,Yoga Mat,5,209.84,765.92,South,Home Office,0.27,0
ORD-0211,2023-08-04,Home & Garden,Lamp,5,249.1,1220.59,East,Corporate,0.02,0
ORD-0212,2023-07-22,Sports,Shoes,10,101.8,977.28,East,Home Office,0.04,0
ORD-0213,2023-09-03,Sports,Shoes,3,153.72,364.32,East,Consumer,0.21,0
ORD-0214,2023-07-06,Sports,Shoes,4,166.31,598.72,North,Home Office,0.1,0
ORD-0215,2023-12-21,Books,Python Guide,8,471.77,3509.97,North,Corporate,0.07,0
ORD-0216,2023-09-03,Home & Garden,Table,7,395.59,2686.06,Central,Corporate,0.03,0
ORD-0217,2023-10-02,Sports,Shoes,1,396.41,344.88,Central,Home Office,0.13,0
ORD-0218,2023-07-24,Home & Garden,Table,10,26.93,177.74,East,Corporate,0.34,1
ORD-0219,2023-08-26,Books,History,,345.39,3177.59,Central,Home Office,0.08,0
ORD-0220,2023-03-14,Electronics,Tablet,7,460.67,3127.95,East,Corporate,0.03,0
ORD-0221,2023-06-03,Home & Garden,Rug,2,221.89,337.27,North,Home Office,0.24,1
ORD-0222,2023-08-25,Clothing,Jacket,9,91.35,772.82,South,Corporate,0.06,0
ORD-0223,2023-01-03,Sports,Yoga Mat,10,442.13,3713.89,South,Consumer,0.16,0
ORD-0224,2023-05-15,Books,Python Guide,9,97.55,781.38,West,Home Office,0.11,0
ORD-0225,2023-12-11,Sports,Shoes,2,177.22,248.11,East,Home Office,0.3,0
ORD-0226,2023-08-03,Clothing,Jeans,2,95.61,145.33,Central,Consumer,0.24,0
ORD-0227,2023-08-19,Books,Data Science,9,87.6,709.56,Central,Consumer,0.1,0
ORD-0228,2023-08-01,Clothing,Dress,9,255.19,1906.27,West,Corporate,0.17,0
ORD-0229,2023-08-23,Clothing,Jeans,1,141.05,114.25,Central,Home Office,0.19,0
ORD-0230,2023-01-22,Books,Python Guide,5,388.68,1379.81,West,Home Office,0.29,0
ORD-0231,2023-08-13,Clothing,Jeans,1,227.62,200.31,North,Consumer,0.12,0
ORD-0232,2023-01-31,Books,Cookbook,3,309.99,678.88,Central,Corporate,0.27,0
ORD-0233,2023-12-14,Home & Garden,Lamp,10,137.33,961.31,North,Consumer,0.3,0
ORD-0234,2023-12-13,Home & Garden,Table,3,128.59,289.33,West,Corporate,0.25,0
ORD-0235,2023-09-21,Sports,Bike Helmet,2,318.65,439.74,East,Home Office,0.31,0
ORD-0236,2023-08-23,Home & Garden,Plant,1,435.11,304.58,East,Consumer,0.3,0
ORD-0237,2023-03-08,Clothing,Dress,5,164.82,741.69,Central,Corporate,0.1,0
ORD-0238,2023-08-22,Electronics,Laptop,8,13.06,70.0,North,Corporate,0.33,0
ORD-0239,2023-12-07,Home & Garden,Table,5,51.2,222.72,South,Consumer,0.13,0
ORD-0240,2023-03-09,Clothing,Dress,,353.33,706.66,Central,Consumer,0.0,0
ORD-0241,2023-02-15,Home & Garden,Chair,7,348.55,2025.08,North,Consumer,0.17,0
ORD-0242,2023-08-14,Clothing,Jacket,2,267.6,535.2,East,Home Office,0.0,0
ORD-0243,2023-10-29,Books,Cookbook,4,47.91,183.97,West,Corporate,0.04,0
ORD-0244,2023-12-20,Home & Garden,Chair,4,278.93,881.42,North,Home Office,0.21,0
ORD-0245,2023-05-03,Clothing,Dress,5,324.85,1185.7,West,Corporate,0.27,1
ORD-0246,2023-10-19,Books,Python Guide,6,467.29,2663.55,West,Corporate,0.05,0
ORD-0247,2023-01-31,Electronics,Laptop,10,38.43,349.71,West,Home Office,0.09,0
ORD-0248,2023-02-12,Sports,Bike Helmet,2,322.07,521.75,East,Consumer,0.19,0
ORD-0249,2023-11-26,Books,Novel,7,295.29,1508.93,North,Corporate,0.27,0
ORD-0250,2023-01-29,Electronics,Phone,2,462.69,888.36,East,Home Office,0.04,0
ORD-0251,2023-05-13,Clothing,T-Shirt,3,250.72,661.9,South,Corporate,0.12,0
ORD-0252,2023-12-31,Electronics,Laptop,6,404.52,2184.41,Central,Home Office,0.1,1
ORD-0253,2023-10-21,Sports,Shoes,3,187.01,,North,Consumer,0.09,0
ORD-0254,2023-01-19,Electronics,Phone,1,238.52,207.51,Central,Home Office,0.13,0
ORD-0255,2023-12-11,Sports,Tennis Racket,,413.87,1655.48,North,Consumer,0.2,0
ORD-0256,2023-02-14,Sports,Yoga Mat,8,433.69,2532.75,Central,Corporate,0.27,1
ORD-0257,2023-04-11,Home & Garden,Plant,,234.64,741.46,Central,Consumer,0.21,0
ORD-0258,2023-06-07,Books,Novel,1,475.74,475.74,North,Consumer,0.0,0
ORD-0259,2023-09-24,Electronics,Phone,5,51.05,173.57,West,Home Office,0.32,0
ORD-0260,2023-10-18,Books,Python Guide,9,71.09,454.27,North,Corporate,0.29,0
ORD-0261,2023-04-14,Home & Garden,Rug,6,162.44,877.18,South,Home Office,0.1,1
ORD-0262,2023-06-07,Home & Garden,Rug,2,270.28,356.77,West,Corporate,0.34,0
ORD-0263,2023-12-31,Home & Garden,Plant,1,111.44,,South,Corporate,0.3,0
ORD-0264,2023-02-18,Clothing,T-Shirt,,428.03,2426.93,West,Consumer,0.19,0
ORD-0265,2023-11-27,Clothing,Jacket,4,412.72,1436.27,North,Home Office,0.13,0
ORD-0266,2023-06-19,Electronics,Phone,8,405.6,3147.46,North,Consumer,0.03,0
ORD-0267,2023-04-20,Sports,Bike Helmet,,19.59,119.11,South,Corporate,0.24,0
ORD-0268,2023-09-03,Books,History,4,325.4,1080.33,North,Consumer,0.17,0
ORD-0269,2023-07-03,Books,Data Science,9,398.45,2330.93,West,Home Office,0.35,0
ORD-0270,2023-05-24,Home & Garden,Rug,5,94.01,418.34,North,Corporate,0.11,0
ORD-0271,2023-01-29,Clothing,T-Shirt,4,330.15,1201.75,South,Home Office,0.09,0
ORD-0272,2023-10-30,Clothing,Jacket,4,298.3,859.1,North,Home Office,0.28,0
ORD-0273,2023-01-29,Books,Data Science,,273.35,2055.59,South,Home Office,0.06,0
ORD-0274,2023-06-15,Books,Data Science,3,173.68,489.78,North,Consumer,0.06,0
ORD-0275,2023-07-22,Electronics,Monitor,6,480.48,2508.11,Central,Consumer,0.13,0
ORD-0276,2023-11-11,Sports,Bike Helmet,6,91.23,361.27,East,Consumer,0.34,0
ORD-0277,2023-07-20,Home & Garden,Table,3,365.77,735.2,Central,Consumer,0.33,0
ORD-0278,2023-02-09,Books,Data Science,10,56.53,469.2,South,Corporate,0.17,0
ORD-0279,2023-06-29,Electronics,Tablet,8,10.64,,East,Consumer,0.07,0
ORD-0280,2023-02-21,Sports,Dumbbell,7,249.08,1516.9,West,Home Office,0.13,0
ORD-0281,2023-06-25,Electronics,Laptop,5,14.94,67.98,South,Corporate,0.09,0
ORD-0282,2023-08-09,Electronics,Tablet,10,492.71,3399.7,South,Home Office,0.31,0
ORD-0283,2023-05-16,Clothing,Jacket,7,350.11,,East,Corporate,0.25,0
ORD-0284,2023-12-05,Sports,Dumbbell,1,183.61,,Central,Corporate,0.15,0
ORD-0285,2023-09-08,Home & Garden,Chair,8,422.67,3009.41,East,Consumer,0.11,0
ORD-0286,2023-04-26,Sports,Tennis Racket,3,225.66,616.05,East,Home Office,0.09,1
ORD-0287,2023-02-01,Electronics,Tablet,9,209.92,1398.07,West,Home Office,0.26,0
ORD-0288,2023-01-18,Sports,Shoes,4,240.75,934.11,Central,Home Office,0.03,0
ORD-0289,2023-03-27,Books,Data Science,2,474.88,797.8,South,Consumer,0.16,0
ORD-0290,2023-02-04,Sports,Dumbbell,3,417.88,1140.81,North,Corporate,0.09,0
ORD-0291,2023-08-03,Books,Cookbook,1,394.34,307.59,North,Corporate,0.22,0
ORD-0292,2023-06-26,Electronics,Laptop,10,390.87,2814.26,West,Corporate,0.28,0
ORD-0293,2023-07-25,Electronics,Phone,5,204.47,797.43,North,Corporate,0.22,0
ORD-0294,2023-05-24,Sports,Tennis Racket,6,15.02,63.99,West,Home Office,0.29,0
